year,economy,economy_label,mode,mode_label,direction,direction_label,us_dollars_at_current_prices_in_millions,us_dollars_at_current_prices_per_capita,percentage_of_total_world,percentage_of_gross_domestic_product,percentage_of_gross_fixed_capital_formation
2018,3105,MRU (Mano River Union),08,Flow,1,Inward,1334.544,26.716,0.089254,2.19171,9.77196
2018,3106,SADC (Southern African Development Community),08,Flow,1,Inward,7082.865,20.541,0.4737,0.97733,4.63374
2018,3107,CEMAC (Economic and Monetary Community of Central Africa),08,Flow,1,Inward,7334.386,135.739,0.490521,7.57556,33.2147
2018,3108,WAEMU (West African Economic and Monetary Union),08,Flow,1,Inward,2701.175,21.882,0.180654,2.07678,9.03478
2018,3109,CEPGL (Economic Community of the Great Lakes Countries),08,Flow,1,Inward,1999.69,18.594,0.133739,3.33609,16.19634
2018,3110,EAC (East African Community),08,Flow,1,Inward,4180.304,22.61,0.279577,2.11373,8.50003
2018,3111,SACU (Southern African Customs Union),08,Flow,1,Inward,6057.552,92.145,0.405127,1.48263,8.00268
2018,3112,CEN-SAD (Community of Sahel-Saharan States),08,Flow,1,Inward,28111.783,47.515,1.880107,2.5214,14.29422
2018,3113,IGAD (Intergovernmental Authority on Development),08,Flow,1,Inward,7826.514,28.404,0.523435,2.91717,12.36892
2018,3114,United Nations member States,08,Flow,1,Inward,1380011.542,182.65,92.294723,1.63452,6.46512
2018,320,Guatemala,08,Flow,1,Inward,1002.7,58.135,0.06706,1.27796,10.65074
2018,3201,CAN (Andean Community),08,Flow,1,Inward,19781.092,179.685,1.322953,2.82123,13.05864
2018,3202,CACM (Central American Common Market),08,Flow,1,Inward,5385.745,120.43,0.360197,2.66976,16.36561
2018,3203,CARICOM (Caribbean Community),08,Flow,1,Inward,1599.462,93.068,0.106972,2.75976,13.59603
2018,3204,FTAA (Free Trade Area of the Americas),08,Flow,1,Inward,445940.36,449.466,29.824346,1.60884,7.87775
2018,3205,LAIA (Latin American Integration Association),08,Flow,1,Inward,139399.813,252.395,9.323014,2.79741,14.80303
2018,3206,NAFTA (North American Free Trade Agreement),08,Flow,1,Inward,331765.721,672.263,22.188384,1.40476,6.736
2018,3208,MERCOSUR (Southern Common Market),08,Flow,1,Inward,72555.222,247.525,4.85247,2.69189,16.91038
2018,3209,ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty),08,Flow,1,Inward,1245.2,35.222,0.083279,0.56228,2.8668
2018,3210,UNASUR (Union of South American Nations),08,Flow,1,Inward,2000.924,44.421,0.133821,0.63421,3.27923
2018,3211,ACS (Association of Caribbean States),08,Flow,1,Inward,61984.467,220.233,4.145501,2.85905,13.12432
2018,324,Guinea,08,Flow,1,Inward,353.08,28.441,0.023614,3.03344,9.47832
2018,328,Guyana,08,Flow,1,Inward,1180.406,1515.27,0.078945,30.91914,104.58297
2018,3301,ASEAN (Association of Southeast Asian Nations),08,Flow,1,Inward,148884.938,227.642,9.957376,5.01042,18.13542
2018,3302,APTA (Asia-Pacific Trade Agreement),08,Flow,1,Inward,201364.486,66.582,13.467191,1.0886,2.78229
2018,3303,GCC (The Cooperation Council for the Arab States of the Gulf),08,Flow,1,Inward,18494.798,326.465,1.236926,1.11434,4.68296
2018,3304,SAARC (South Asian Association for Regional Cooperation),08,Flow,1,Inward,49851.656,27.481,3.334063,1.43392,4.93943
2018,3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",08,Flow,1,Inward,309230.116,136.824,20.68121,1.32879,3.7251
2018,3306,ECO (Economic Cooperation Organization),08,Flow,1,Inward,25478.984,51.416,1.704026,1.35494,5.65943
2018,3307,African Union,08,Flow,1,Inward,49440.745,40.336,3.306581,2.16812,10.16542
2018,3310,"ADB (African Development Bank), developing member countries",08,Flow,1,Inward,269876.294,67.573,18.049239,1.3431,3.5546
2018,3311,ADB: Group A,08,Flow,1,Inward,9414.765,58.698,0.629656,4.925,16.56739
2018,3312,ADB: Group B,08,Flow,1,Inward,50712.306,28.622,3.391623,1.48248,5.12261
2018,3313,ADB: Group C,08,Flow,1,Inward,209749.223,101.737,14.02796,1.27263,3.20447
2018,332,Haiti,08,Flow,1,Inward,105,9.44,0.007022,1.13058,3.8976
2018,3320,ECA (Economic Commission for Africa),08,Flow,1,Inward,50576.532,39.902,3.382542,2.16986,10.16064
2018,3321,ECA: North Africa,08,Flow,1,Inward,16110.881,68.717,1.07749,2.51945,9.64502
2018,3322,ECA: East Africa,08,Flow,1,Inward,8608.559,25.265,0.575738,2.8138,10.6171
2018,3323,ECA: Central Africa,08,Flow,1,Inward,8982.003,64.94,0.600713,6.22137,28.17937
2018,3324,ECA: Southern Africa,08,Flow,1,Inward,3931.134,22.179,0.262913,0.6528,3.37185
2018,3325,ECA: West Africa,08,Flow,1,Inward,12943.955,34.353,0.865688,2.026,12.79202
2018,3330,ECLAC (Economic Commission for Latin America and the Caribbean),08,Flow,1,Inward,148920.321,238.333,9.959743,2.79707,14.80311
2018,3331,ECLAC: Caribbean,08,Flow,1,Inward,1494.462,246.499,0.099949,3.07064,16.47658
2018,3332,ECLAC: Latin America,08,Flow,1,Inward,147425.858,238.253,9.859793,2.79455,14.78788
2018,3340,ESCAP (Economic and Social Commission for Asia and the Pacific),08,Flow,1,Inward,578489.369,127.083,38.689181,1.79779,5.48054
2018,3341,ESCAP: Africa,08,Flow,1,Inward,49440.745,40.336,3.306581,2.16812,10.16542
2018,3342,ESCAP: Latin America,08,Flow,1,Inward,148920.321,238.333,9.959743,2.79707,14.80311
2018,3343,ESCAP: Europe,08,Flow,1,Inward,375167.644,621.589,25.09109,1.85101,8.94634
2018,3344,ESCAP: East and North-East Asia (ENEA),08,Flow,1,Inward,270092.764,164.416,18.063716,1.3018,3.56753
2018,3345,ESCAP: North and Central Asia,08,Flow,1,Inward,23015.568,98.068,1.539274,1.13731,5.2123
2018,3346,ESCAP: South and South-West Asia,08,Flow,1,Inward,65205.656,32.963,4.360933,1.38117,4.91403
2018,3347,ESCAP: Pacific,08,Flow,1,Inward,71242.518,1731.086,4.764676,4.16313,18.06059
2018,3348,ESCAP: Pacific island developing economies (PIDE),08,Flow,1,Inward,283320.406,158.414,18.948377,1.26436,3.57739
2018,3349,ESCAP: Other area,08,Flow,1,Inward,37977.31,247.163,2.53991,1.5929,7.11047
2018,3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",08,Flow,1,Inward,283320.406,158.414,18.948377,1.26436,3.57739
2018,3355,UNECE (Economic Commission for Europe),08,Flow,1,Inward,728973.482,562.354,48.75351,1.59068,7.59238
2018,3360,"UNECE: Eastern Europe, Caucasus and Central Asia",08,Flow,1,Inward,27099.208,92.666,1.812386,1.21767,5.61948
2018,3361,UNECE: West Balkans,08,Flow,1,Inward,8578.365,392.126,0.573718,4.97273,23.82123
2018,3370,ESCWA (Economic and Social Commission for Western Asia),08,Flow,1,Inward,30697.091,103.814,2.053011,1.2639,5.69962
2018,3371,ESCWA: Arab countries,08,Flow,1,Inward,33883.824,85.453,2.266139,1.27449,5.4513
2018,340,Honduras,08,Flow,1,Inward,961.3,100.266,0.064291,4.01045,16.50248
2018,3401,EFTA (European Free Trade Association),08,Flow,1,Inward,-51458.979,-3614.148,-3.44156,-4.39075,-18.41176
2018,3402,EU25 (European Union 2004 … 2007),08,Flow,1,Inward,406531.785,841.439,27.188714,2.20746,10.77169
2018,3404,EU15 (European Union 1995 … 2004),08,Flow,1,Inward,356589.374,869.833,23.848581,2.08418,10.19401
2018,3406,Euro area,08,Flow,1,Inward,303890.409,889.286,20.324092,2.2246,10.64533
2018,3408,EU27 (European Union 2007 … 2013),08,Flow,1,Inward,413964.618,812.178,27.685819,2.21111,10.78776
2018,3410,EU28 (European Union 2013 … 2020),08,Flow,1,Inward,415116.554,807.851,27.76286,2.21007,10.78344
2018,3411,CEFTA (Central European Free Trade Agreement),08,Flow,1,Inward,7734.069,355.228,0.517252,6.29677,29.14454
2018,3412,European Union (2020 …),08,Flow,1,Inward,349816.966,783.54,23.395645,2.19628,10.40416
2018,344,Hong Kong,08,Flow,1,Inward,104245.71,14141.285,6.971919,28.743,133.6018
2018,348,Hungary,08,Flow,1,Inward,8365.007,861.705,0.559449,5.29823,20.91201
2018,3501,MSG (Melanesian Spearhead Group),08,Flow,1,Inward,871.759,83.539,0.058303,2.83278,27.49152
2018,352,Iceland,08,Flow,1,Inward,-394.283,-1170.98,-0.02637,-1.52337,-6.85305
2018,356,India,08,Flow,1,Inward,42156.192,31.166,2.819392,1.51676,5.00242
2018,360,Indonesia,08,Flow,1,Inward,20563.47,76.824,1.375278,1.97313,6.11114
2018,3601,Northern America and Europe,08,Flow,1,Inward,685488.69,613.866,45.845261,1.54636,7.45251
2018,3602,Central and Southern Asia,08,Flow,1,Inward,59090.199,30.028,3.951933,1.39499,5.03896
2018,3603,Eastern and South-Eastern Asia,08,Flow,1,Inward,426023.628,183.491,28.492322,1.75103,4.99753
2018,3604,Western Asia and Northern Africa,08,Flow,1,Inward,69218.682,143.326,4.629323,1.79122,7.32182
2018,364,Iran,08,Flow,1,Inward,2373,29.01,0.158705,0.50159,2.72982
2018,368,Iraq,08,Flow,1,Inward,-4885.1,-127.105,-0.326714,-2.30134,-16.37283
2018,372,Ireland,08,Flow,1,Inward,-28089.091,-5829.192,-1.878589,-7.34021,-31.36411
2018,376,Israel,08,Flow,1,Inward,20789.231,2480.369,1.390377,5.6098,25.72841
2018,380,Italy,08,Flow,1,Inward,32886.235,542.433,2.199421,1.57737,8.8308
2018,384,Côte d'Ivoire,08,Flow,1,Inward,620.331,24.745,0.041488,1.44169,6.93553
2018,388,Jamaica,08,Flow,1,Inward,774.7,263.966,0.051812,4.93003,21.15356
2018,3901,APEC (Asia-Pacific Economic Cooperation),08,Flow,1,Inward,841226.048,285.904,56.260925,1.62996,5.90393
2018,3903,CIS (Commonwealth of Independent States),08,Flow,1,Inward,21493.825,90.181,1.4375,1.05553,4.9393
2018,3905,OECD (Organisation for Economic Cooperation and Development),08,Flow,1,Inward,809170.114,619.086,54.117034,1.52789,7.06248
2018,3906,OPEC (Organization of the Petroleum Exporting Countries),08,Flow,1,Inward,22167.569,45.124,1.48256,0.71823,3.55033
2018,3907,"ACP (African, Caribbean and Pacific Group of States)",08,Flow,1,Inward,41442.371,37.391,2.771652,2.16254,10.91152
2018,3908,LAS (League of Arab States),08,Flow,1,Inward,33883.824,85.453,2.266139,1.27449,5.4513
2018,3909,OIC (Organisation of Islamic Cooperation),08,Flow,1,Inward,110737.483,61.028,7.406087,1.59752,6.48087
2018,3910,OAS (Organization of American States),08,Flow,1,Inward,445940.36,449.466,29.824346,1.60884,7.87775
2018,3912,G7 (Group of Seven),08,Flow,1,Inward,516818.125,668.678,34.564628,1.32378,6.30565
2018,3913,G8 (Group of Eight),08,Flow,1,Inward,530045.767,576.997,35.449289,1.30227,6.20299
2018,3916,G20 (Group of Twenty),08,Flow,1,Inward,1145575.481,237.081,76.615716,1.54922,6.04347
2018,3919,G-77 (Group of 77),08,Flow,1,Inward,528709.005,88.738,35.359886,1.81343,5.62328
2018,392,Japan,08,Flow,1,Inward,9857.579,77.495,0.659272,0.19829,0.81977
2018,3921,GSTP (Global System of Trade Preferences among Developing Countries),08,Flow,1,Inward,368252.105,98.554,24.628581,2.45573,10.13867
2018,3922,GSTP: Africa,08,Flow,1,Inward,30544.17,50.482,2.042784,2.3905,11.10655
2018,3923,GSTP: Latin America,08,Flow,1,Inward,134940.384,242.365,9.024769,2.7212,14.64946
2018,3924,GSTP: Asia,08,Flow,1,Inward,202767.551,78.753,13.561028,2.31496,8.32373
2018,3932,TPP (Trans-Pacific Partnership),08,Flow,1,Inward,274803.179,545.15,18.378747,2.48293,10.57032
2018,3940,ACP: Africa,08,Flow,1,Inward,36314.188,33.992,2.428681,2.08542,10.54984
2018,3941,ACP: Western Africa,08,Flow,1,Inward,13716.846,35.984,0.917378,2.12167,13.204
2018,3942,ACP: Eastern Africa,08,Flow,1,Inward,12878.077,31.376,0.861282,3.34095,12.9192
2018,3943,ACP: Central Africa,08,Flow,1,Inward,2525.926,14.936,0.168933,1.00926,4.71705
2018,3944,ACP: Southern Africa,08,Flow,1,Inward,6057.552,92.145,0.405127,1.48263,8.00268
2018,3945,ACP: Caribbean,08,Flow,1,Inward,4134.762,148.662,0.276532,2.9692,13.16787
2018,3946,ACP: Pacific,08,Flow,1,Inward,993.42,81.269,0.06644,2.77584,23.72128
2018,3947,ACP: LDCs,08,Flow,1,Inward,10767.225,16.172,0.720108,1.77652,6.85587
2018,3948,ACP: LLDCs,08,Flow,1,Inward,8135.43,26.052,0.544095,3.03838,11.82131
2018,3949,ACP: islands states,08,Flow,1,Inward,4602.428,69.575,0.307809,2.35215,11.88409
2018,3950,ACP: Northern Africa,08,Flow,1,Inward,1135.787,27.171,0.075961,2.24843,9.95689
2018,398,Kazakhstan,08,Flow,1,Inward,3756.811,205.07,0.251254,2.0948,10.15292
2018,400,Jordan,08,Flow,1,Inward,954.93,95.825,0.063865,2.26121,12.28648
2018,404,Kenya,08,Flow,1,Inward,1625.919,31.637,0.108741,1.84962,10.67166
2018,408,Korea North,08,Flow,1,Inward,0.793,0.031,5.3e-5,0.00453,NA
2018,410,Korea South,08,Flow,1,Inward,12182.6,238.073,0.814768,0.70809,2.33182
2018,414,Kuwait,08,Flow,1,Inward,204.015,49.311,0.013644,0.14398,0.62366
2018,417,Kyrgyzstan,08,Flow,1,Inward,139.268,22.092,0.009314,1.72088,5.44253
2018,418,Lao People's Democratic Republic,08,Flow,1,Inward,1319.61,186.874,0.088255,7.35003,24.60783
2018,422,Lebanon,08,Flow,1,Inward,2653.922,386.902,0.177493,4.70475,21.43154
2018,426,Lesotho,08,Flow,1,Inward,128.7,61.044,0.008607,4.89123,18.84149
2018,428,Latvia,08,Flow,1,Inward,994.367,515.627,0.066503,2.88841,12.8438
2018,430,Liberia,08,Flow,1,Inward,143.32,29.741,0.009585,6.75539,31.57289
2018,440,Lithuania,08,Flow,1,Inward,1093.579,390.387,0.073138,2.04579,9.92844
2018,442,Luxembourg,08,Flow,1,Inward,-16756.616,-27731.539,-1.120677,-23.6275,-141.03396
2018,446,Macao,08,Flow,1,Inward,3327.342,5267.84,0.222532,6.10016,38.02485
2018,450,Madagascar,08,Flow,1,Inward,352.552,13.424,0.023579,2.54538,13.53546
2018,454,Malawi,08,Flow,1,Inward,102.033,5.624,0.006824,1.41788,10.9622
2018,458,Malaysia,08,Flow,1,Inward,7618.338,241.637,0.509512,2.12459,8.77569
2018,462,Maldives,08,Flow,1,Inward,538.537,1044.277,0.036017,10.10872,37.76704
2018,466,Mali,08,Flow,1,Inward,467.295,24.494,0.031253,2.72129,14.79743
2018,470,Malta,08,Flow,1,Inward,4023.626,9160.115,0.269099,27.65545,145.93921
2018,478,Mauritania,08,Flow,1,Inward,772.89,175.525,0.051691,10.143370000000001,28.66565
2018,480,Mauritius,08,Flow,1,Inward,371.518,293.184,0.024847,2.61259,13.95813
2018,484,Mexico,08,Flow,1,Inward,34745.681,275.342,2.32378,2.84009,12.84423
2018,496,Mongolia,08,Flow,1,Inward,2173.741,685.676,0.145379,16.70878,57.4949
2018,498,Moldova,08,Flow,1,Inward,307.64,75.924,0.020575,2.72028,11.20085
2018,499,Montenegro,08,Flow,1,Inward,489.814,780.204,0.032759,8.89448,30.40928
2018,500,Montserrat,08,Flow,1,Inward,1.707,341.886,1.14e-4,2.6807,12.90066
2018,504,Morocco,08,Flow,1,Inward,3558.88,98.778,0.238017,3.01801,10.60569
2018,508,Mozambique,08,Flow,1,Inward,2703.031,91.641,0.180778,18.36703,67.57187
2018,5100,Africa,08,Flow,1,Inward,50576.532,39.902,3.382542,2.16986,10.16064
2018,5110,Northern Africa,08,Flow,1,Inward,15337.991,66.673,1.0258,2.42751,9.33296
2018,512,Oman,08,Flow,1,Inward,4190.505,867.694,0.28026,4.54938,19.4502
2018,5120,Sub-Saharan Africa,08,Flow,1,Inward,35238.541,33.966,2.356742,2.07404,10.56859
2018,5121,Eastern Africa,08,Flow,1,Inward,12938.217,30.701,0.865304,3.28657,12.89948
2018,5122,Middle Africa,08,Flow,1,Inward,2525.926,14.936,0.168933,1.00926,4.71705
2018,5123,Southern Africa,08,Flow,1,Inward,6057.552,92.145,0.405127,1.48263,8.00268
2018,5124,Western Africa,08,Flow,1,Inward,13716.846,35.984,0.917378,2.12167,13.204
2018,516,Namibia,08,Flow,1,Inward,156.87,64.073,0.010491,1.08048,8.57111
2018,5200,America,08,Flow,1,Inward,446013.724,449.511,29.829253,1.60874,7.87776
2018,5210,Northern America,08,Flow,1,Inward,297093.404,808.686,19.86951,1.32629,6.38132
2018,5220,Latin America and the Caribbean,08,Flow,1,Inward,148920.321,238.333,9.959743,2.79707,14.80311
2018,5221,Caribbean,08,Flow,1,Inward,2713.124,104.051,0.181453,2.08528,9.53998
2018,5222,Central America,08,Flow,1,Inward,45550.626,259.589,3.046411,3.05287,13.76551
2018,5223,South America,08,Flow,1,Inward,100656.57,237.793,6.731879,2.71899,15.56552
2018,524,Nepal,08,Flow,1,Inward,67.056,2.387,0.004485,0.24094,0.69424
2018,528,Netherlands,08,Flow,1,Inward,114305.656,6700.387,7.644725,12.50465,61.40191
2018,5300,Asia,08,Flow,1,Inward,538994.519,118.655,36.047778,1.69504,5.14387
2018,531,Curaçao,08,Flow,1,Inward,126.888,779.637,0.008486,4.05665,14.79978
2018,5310,Central Asia,08,Flow,1,Inward,6865.544,95.286,0.459165,2.39882,8.97702
2018,5320,Southern Asia,08,Flow,1,Inward,52224.656,27.547,3.492768,1.32225,4.7642
2018,533,Aruba,08,Flow,1,Inward,135.531,1280.452,0.009064,4.23119,21.32616
2018,5330,Eastern Asia,08,Flow,1,Inward,277090.764,166.274,18.53174,1.2975,3.5971
2018,534,Sint Maarten (Dutch Part),08,Flow,1,Inward,-196.626,-4688.709,-0.01315,-20.06385,-131.06062
2018,5340,Western Asia,08,Flow,1,Inward,53880.692,213.054,3.603523,1.66685,6.89865
2018,5350,South-eastern Asia,08,Flow,1,Inward,148932.864,227.275,9.960582,5.00768,18.12886
2018,540,New Caledonia,08,Flow,1,Inward,348.749,1245.595,0.023324,3.42802,9.68501
2018,5400,Europe,08,Flow,1,Inward,388395.286,518.347,25.97575,1.77116,8.5504
2018,5410,Eastern Europe,08,Flow,1,Inward,59250.297,201.675,3.962641,1.81594,8.65146
2018,5420,Northern Europe,08,Flow,1,Inward,44069.097,418.953,2.947327,0.88045,4.39928
2018,5430,Southern Europe,08,Flow,1,Inward,109104.49,711.417,7.296873,2.57954,14.18958
2018,5440,Western Europe,08,Flow,1,Inward,175971.402,893.46,11.76891,1.86586,8.43209
2018,548,Vanuatu,08,Flow,1,Inward,38,129.837,0.002541,4.27479,14.93792
2018,5500,Oceania,08,Flow,1,Inward,71242.518,1731.086,4.764676,4.16313,18.06059
2018,554,New Zealand,08,Flow,1,Inward,1945.682,410.211,0.130127,0.93578,3.96293
2018,558,Nicaragua,08,Flow,1,Inward,359.2,55.556,0.024023,2.73825,12.15229
2018,5600,Asia and Oceania,08,Flow,1,Inward,610237.037,133.132,40.812455,1.82108,5.61249
2018,562,Niger,08,Flow,1,Inward,466.042,20.766,0.031169,3.63499,12.5482
2018,566,Nigeria,08,Flow,1,Inward,6401.265,32.68,0.428115,1.51753,11.39203
2018,579,Norway,08,Flow,1,Inward,2086.566,390.892,0.139549,0.48059,1.99189
2018,584,Marshall Islands,08,Flow,1,Inward,9.752,166.953,6.52e-4,4.5529,22.48774
2018,585,Palau,08,Flow,1,Inward,21.5,1200.38,0.001438,7.57056,29.68775
2018,586,Pakistan,08,Flow,1,Inward,1737,8.185,0.11617,0.6152,4.14991
2018,591,Panama,08,Flow,1,Inward,5297.159,1268.213,0.354272,8.14258,19.54641
2018,598,Papua New Guinea,08,Flow,1,Inward,337.948,39.267,0.022602,1.46442,19.44647
2018,600,Paraguay,08,Flow,1,Inward,481,69.148,0.032169,1.19333,5.73363
2018,604,Peru,08,Flow,1,Inward,6487.906,202.815,0.433909,2.91936,14.00141
2018,608,Philippines,08,Flow,1,Inward,6602.46,61.907,0.44157,1.99524,7.45509
2018,616,Poland,08,Flow,1,Inward,13946.901,367.783,0.932764,2.38139,13.04947
2018,620,Portugal,08,Flow,1,Inward,6794.414,662.469,0.454408,2.82169,15.97596
2018,624,Guinea-Bissau,08,Flow,1,Inward,20.564,10.971,0.001375,1.40957,18.94825
2018,626,Timor-Leste,08,Flow,1,Inward,47.926,37.797,0.003205,1.85688,8.54176
2018,634,Qatar,08,Flow,1,Inward,-2186.264,-785.95,-0.146217,-1.14247,-2.66581
2018,642,Romania,08,Flow,1,Inward,6218.926,318.819,0.41592,2.59607,12.23486
2018,643,Russian Federation,08,Flow,1,Inward,13227.642,90.766,0.88466,0.7966,3.79131
2018,646,Rwanda,08,Flow,1,Inward,381.912,31.045,0.025542,4.01589,16.95163
2018,659,Saint Kitts And Nevis,08,Flow,1,Inward,84.843,1617.974,0.005674,8.3935,27.07678
2018,660,Anguilla,08,Flow,1,Inward,55.784,3785.076,0.003731,19.03839,69.10272
2018,662,Saint Lucia,08,Flow,1,Inward,135.136,742.952,0.009038,7.03154,33.0146
2018,670,Saint Vincent And The Grenadines,08,Flow,1,Inward,100.47,911.62,0.006719,12.38378,49.65379
2018,678,Sao Tome And Principe,08,Flow,1,Inward,30.822,146.055,0.002061,7.49738,33.38849
2018,682,Saudi Arabia,08,Flow,1,Inward,4247,126.013,0.284038,0.54276,2.53688
2018,686,Senegal,08,Flow,1,Inward,847.842,53.477,0.056703,3.56105,13.62646
2018,688,Serbia,08,Flow,1,Inward,4448.921,505.402,0.297542,7.59976,35.94593
2018,690,Seychelles,08,Flow,1,Inward,119.524,1231.008,0.007994,7.51614,23.09538
2018,694,Sierra Leone,08,Flow,1,Inward,217.813,28.472,0.014567,5.31079,40.82304
2018,702,Singapore,08,Flow,1,Inward,79738.368,13849.47,5.332876,22.08113,90.24704
2018,703,Slovakia,08,Flow,1,Inward,1183.912,217.111,0.07918,1.11736,5.23357
2018,704,Viet Nam,08,Flow,1,Inward,15500,162.226,1.036635,6.32909,23.82318
2018,705,Slovenia,08,Flow,1,Inward,1369.13,658.921,0.091567,2.53381,13.17602
2018,706,Somalia,08,Flow,1,Inward,408,27.185,0.027287,27.30073,136.84121
2018,710,South Africa,08,Flow,1,Inward,5449.553,94.295,0.364464,1.48048,8.14021
2018,716,Zimbabwe,08,Flow,1,Inward,744.637,51.572,0.049801,3.06289,32.91232
2018,724,Spain,08,Flow,1,Inward,45009.937,963.958,3.01025,3.1703,16.31669
2018,728,South Sudan,08,Flow,1,Inward,60.14,5.479,0.004022,0.7328,9.72255
2018,729,Sudan,08,Flow,1,Inward,1135.787,27.171,0.075961,2.24843,9.95689
2018,740,Suriname,08,Flow,1,Inward,119.191,206.933,0.007971,3.44674,8.20049
2018,748,Eswatini,08,Flow,1,Inward,36.474,32.1,0.002439,0.7743,5.93092
2018,752,Sweden,08,Flow,1,Inward,3856.879,386.785,0.257947,0.69358,2.67988
2018,757,"Switzerland, Liechtenstein",08,Flow,1,Inward,-53151.262,-6206.699,-3.554739,-7.46573,-31.45352
2018,762,Tajikistan,08,Flow,1,Inward,359.618,39.515,0.024051,4.78028,20.83509
2018,764,Thailand,08,Flow,1,Inward,10399.039,149.781,0.695484,2.05925,9.01574
2018,768,Togo,08,Flow,1,Inward,-183.388,-23.246,-0.012265,-3.55027,-13.92385
2018,776,Tonga,08,Flow,1,Inward,15.047,145.81,0.001006,2.98442,11.75162
2018,780,Trinidad And Tobago,08,Flow,1,Inward,-701.876,-505.005,-0.046941,-2.94801,-28.68229
2018,784,United Arab Emirates,08,Flow,1,Inward,10385.286,1078.322,0.694565,2.50744,12.91086
2018,788,Tunisia,08,Flow,1,Inward,1035.942,89.574,0.069283,2.59666,13.94543
2018,792,Turkey,08,Flow,1,Inward,12981,157.651,0.868165,1.68288,5.62583
2018,795,Turkmenistan,08,Flow,1,Inward,1985.147,339.289,0.132766,4.87161,9.84507
2018,796,Turks And Caicos Islands,08,Flow,1,Inward,42.227,1121.061,0.002824,4.13054,26.04298
2018,798,Tuvalu,08,Flow,1,Inward,0.299,25.977,2e-5,0.64915,2.32032
2018,800,Uganda,08,Flow,1,Inward,1055.35,24.699,0.070581,3.50637,14.30809
2018,804,Ukraine,08,Flow,1,Inward,2355,53.225,0.157502,1.80001,10.47252
2018,807,Macedonia,08,Flow,1,Inward,725.203,348.16,0.048501,5.74243,28.91794
2018,818,Egypt,08,Flow,1,Inward,8141.3,82.717,0.544487,3.25977,19.57094
2018,834,Tanzania,08,Flow,1,Inward,1056,18.752,0.070625,1.79704,4.53154
2018,842,United States,08,Flow,1,Inward,253561,767.807,16.958077,1.22604,5.93868
2018,854,Burkina Faso,08,Flow,1,Inward,268.415,13.59,0.017952,1.65692,8.00557
2018,858,Uruguay,08,Flow,1,Inward,-487.041,-141.2,-0.032573,-0.81722,-4.95351
2018,860,Uzbekistan,08,Flow,1,Inward,624.7,19.236,0.04178,1.23703,4.1569
2018,862,Venezuela,08,Flow,1,Inward,886,30.671,0.059255,0.42527,2.18877
2018,882,Samoa,08,Flow,1,Inward,16.722,85.262,0.001118,2.00635,22.26312
2018,887,Yemen,08,Flow,1,Inward,-282.098,-9.899,-0.018867,-1.05767,-7.04257
2018,894,Zambia,08,Flow,1,Inward,408.438,23.539,0.027316,1.49705,4.3622
2018,926,United Kingdom,08,Flow,1,Inward,65299.588,968.891,4.367215,2.28696,13.4004
2019,0000,World,08,Flow,1,Inward,1539879.663,200.639,100,1.76031,NA
2019,004,Afghanistan,08,Flow,1,Inward,38.533,1.013,0.002502,0.19336,NA
2019,008,Albania,08,Flow,1,Inward,1281.252,444.738,0.083205,8.35083,NA
2019,012,Algeria,08,Flow,1,Inward,1381.89,32.097,0.08974,0.79275,NA
2019,024,Angola,08,Flow,1,Inward,-4098.479,-128.781,-0.266156,-4.84438,NA
2019,028,Antigua And Barbuda,08,Flow,1,Inward,139.467,1436.098,0.009057,8.0429,NA
2019,031,Azerbaijan,08,Flow,1,Inward,1503.9,149.676,0.097663,3.05525,NA
2019,032,Argentina,08,Flow,1,Inward,6244.423,139.445,0.405514,1.38579,NA
2019,036,Australia,08,Flow,1,Inward,36156.162,1434.586,2.347986,2.5829,NA
2019,040,Austria,08,Flow,1,Inward,4642.623,518.433,0.301493,1.04251,NA
2019,044,Bahamas,08,Flow,1,Inward,636.702,1634.724,0.041348,5.01195,NA
2019,048,Bahrain,08,Flow,1,Inward,941.755,573.834,0.061158,2.42784,NA
2019,050,Bangladesh,08,Flow,1,Inward,1596.754,9.793,0.103693,0.52515,NA
2019,051,Armenia,08,Flow,1,Inward,254.483,86.04,0.016526,1.8653,NA
2019,052,Barbados,08,Flow,1,Inward,215.37,750.363,0.013986,4.06722,NA
2019,056,Belgium,08,Flow,1,Inward,9706.923,841.204,0.630369,1.8339,NA
2019,060,Bermuda,08,Flow,1,Inward,119.259,1907.894,0.007745,1.81789,NA
2019,064,Bhutan,08,Flow,1,Inward,7.166,9.391,4.65e-4,0.25468,NA
2019,068,Bolivia,08,Flow,1,Inward,-159.539,-13.857,-0.01036,-0.37752,NA
2019,070,Bosnia And Herzegovina,08,Flow,1,Inward,528.353,160.059,0.034311,2.72939,NA
2019,072,Botswana,08,Flow,1,Inward,260.928,113.265,0.016945000000000002,1.38972,NA
2019,076,Brazil,08,Flow,1,Inward,71989.27,341.101,4.674993,3.96964,NA
2019,084,Belize,08,Flow,1,Inward,102.89,263.583,0.006682,5.41185,NA
2019,090,Solomon Islands,08,Flow,1,Inward,30.137,44.992,0.001957,2.32333,NA
